"ticker","company","price","date"
"CFC","Stanbic Holdings Limited","77","02/11/2020"
"CFCI","Liberty Kenya Holdings Limited","7.5","02/11/2020"
"CIC","CIC Insurance Group Limited","2.22","02/11/2020"
"COOP","Co-operative Bank of Kenya Limited","11.5","02/11/2020"
"DCON","Deacons (East Africa) Plc","0.45","02/11/2020"
"DTK","Diamond Trust Bank Kenya Limited","60","02/11/2020"
"EABL","East African Breweries Limited","150.5","02/11/2020"
"EGAD","Eaagads Limited","13.25","02/11/2020"
"EQTY","Equity Group Holdings Limited","33.35","02/11/2020"
"EVRD","Eveready East Africa Limited","0.99","02/11/2020"
"ARM","ARM Cement Limited","5.55","18/11/2020"
"FAHR","STANLIB Fahari Income REIT","5.6","02/11/2020"
"FIRE","Sameer Africa Limited","3.08","02/11/2020"
"FTGH","Flame Tree Group Holdings Limited","1.4","02/11/2020"
"GLD","NewGold Exchange Traded Fund","1,970.00","02/11/2020"
"HAFR","Home Afrika Limited","0.41","02/11/2020"
"HFCK","Housing Finance Company Limited","3.74","02/11/2020"
"I&M","I&M Holdings Plc","43.95","02/11/2020"
"ICDC","Centum Investment Company Limited","18.05","02/11/2020"
"JUB","Jubilee Holdings Limited","270","02/11/2020"
"KAPC","Kapchorua Tea Company Limited","80","02/11/2020"
"KCB","KCB Bank Kenya Limited","35.9","02/11/2020"
"KEGN","Kenya Electricity Generating Co. Ltd.","5","02/11/2020"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.25","02/11/2020"
"KPLC","Kenya Power & Lighting Co. Limited","1.76","02/11/2020"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5","02/11/2020"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6","02/11/2020"
"KQ","Kenya Airways Limited","3.83","02/11/2020"
"KUKZ","Kakuzi Limited","370","02/11/2020"
"KURV","Kurwitu Ventures Limited","1,500.00","02/11/2020"
"LIMT","Limuru Tea Company Limited","400","02/11/2020"
"LKL","Longhorn Publishers Limited","4.61","02/11/2020"
"MSC","Mumias Sugar Company Limited","0.28","02/11/2020"
"NBK","National Bank of Kenya Limited","4.12","02/11/2020"
"NBV","Nairobi Business Ventures Ltd","0.71","02/11/2020"
"NIC","NIC Bank Limited","22.05","02/11/2020"
"NMG","Nation Media Group","15.85","02/11/2020"
"NSE","Nairobi Securities Exchange Limited","8.02","02/11/2020"
"OCH","Olympia Capital Holdings Limited","1.95","02/11/2020"
"ORCH","Kenya Orchards Limited","11.05","02/11/2020"
"PAFR","Sanlam Kenya Plc","12.3","02/11/2020"
"PORT","East African Portland Cement Co. Ltd","16","02/11/2020"
"SASN","Sasini Tea and Coffee Limited","20","02/11/2020"
"SCAN","ScanGroup Limited","6.38","02/11/2020"
"SCBK","Standard Chartered Bank Limited","159.5","02/11/2020"
"SCOM","Safaricom Limited","31.25","02/11/2020"
"SGL","Standard Group Limited","25.3","02/11/2020"
"TCL","Trans Century Limited","1.57","02/11/2020"
"TOTL","Total Kenya Limited","26","02/11/2020"
"TPSE","TPS Eastern Africa (Serena) Limited","14.45","02/11/2020"
"UCHM","Uchumi Supermarket Limited","0.29","02/11/2020"
"UMME","Umeme Limited","7.16","02/11/2020"
"UNGA","Unga Group Limited","30","02/11/2020"
"WTK","Williamson Tea Kenya Limited","136.25","02/11/2020"
"XPRS","Express Kenya Limited","3.91","02/11/2020"
"ABSA","Absa Bank Kenya Plc","9.22","03/11/2020"
"ARM","ARM Cement Limited","5.55","03/11/2020"
"BAMB","Bamburi Cement Limited","24","03/11/2020"
"BAT","British American Tobacco (Kenya) Ltd.","336","03/11/2020"
"BERG","Crown Paints Kenya Limited","41.5","03/11/2020"
"BKG","Bank of Kigali Group Limited","12.55","03/11/2020"
"BOC","BOC Kenya Limited","56.5","03/11/2020"
"BRIT","Britam Holdings Limited","7.26","03/11/2020"
"C&G","Car and General (Kenya) Limited","25","03/11/2020"
"CABL","East African Cables Limited","1.58","03/11/2020"
"CARB","Carbacid Investments Limited","8.7","03/11/2020"
"CFC","Stanbic Holdings Limited","81","03/11/2020"
"CFCI","Liberty Kenya Holdings Limited","7.5","03/11/2020"
"CIC","CIC Insurance Group Limited","2.2","03/11/2020"
"COOP","Co-operative Bank of Kenya Limited","11.55","03/11/2020"
"DCON","Deacons (East Africa) Plc","0.45","03/11/2020"
"DTK","Diamond Trust Bank Kenya Limited","60","03/11/2020"
"EABL","East African Breweries Limited","151","03/11/2020"
"EGAD","Eaagads Limited","13.25","03/11/2020"
"EQTY","Equity Group Holdings Limited","32.75","03/11/2020"
"EVRD","Eveready East Africa Limited","1.06","03/11/2020"
"FAHR","STANLIB Fahari Income REIT","5.5","03/11/2020"
"FIRE","Sameer Africa Limited","3.08","03/11/2020"
"FTGH","Flame Tree Group Holdings Limited","1.33","03/11/2020"
"GLD","NewGold Exchange Traded Fund","1,970.00","03/11/2020"
"HAFR","Home Afrika Limited","0.41","03/11/2020"
"HFCK","Housing Finance Company Limited","3.7","03/11/2020"
"I&M","I&M Holdings Plc","43.95","03/11/2020"
"ICDC","Centum Investment Company Limited","17.5","03/11/2020"
"JUB","Jubilee Holdings Limited","268.75","03/11/2020"
"KAPC","Kapchorua Tea Company Limited","80","03/11/2020"
"KCB","KCB Bank Kenya Limited","35.6","03/11/2020"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.95","03/11/2020"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.24","03/11/2020"
"KPLC","Kenya Power & Lighting Co. Limited","1.71","03/11/2020"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5","03/11/2020"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6","03/11/2020"
"KQ","Kenya Airways Limited","3.83","03/11/2020"
"KUKZ","Kakuzi Limited","370","03/11/2020"
"KURV","Kurwitu Ventures Limited","1,500.00","03/11/2020"
"LIMT","Limuru Tea Company Limited","360","03/11/2020"
"LKL","Longhorn Publishers Limited","4.53","03/11/2020"
"MSC","Mumias Sugar Company Limited","0.28","03/11/2020"
"NBK","National Bank of Kenya Limited","4.12","03/11/2020"
"NBV","Nairobi Business Ventures Ltd","0.71","03/11/2020"
"NIC","NIC Bank Limited","22","03/11/2020"
"NMG","Nation Media Group","15.55","03/11/2020"
"NSE","Nairobi Securities Exchange Limited","7.54","03/11/2020"
"OCH","Olympia Capital Holdings Limited","2.14","03/11/2020"
"ORCH","Kenya Orchards Limited","11.05","03/11/2020"
"PAFR","Sanlam Kenya Plc","12.5","03/11/2020"
"PORT","East African Portland Cement Co. Ltd","16","03/11/2020"
"SASN","Sasini Tea and Coffee Limited","20","03/11/2020"
"SCAN","ScanGroup Limited","6.3","03/11/2020"
"SCBK","Standard Chartered Bank Limited","157.75","03/11/2020"
"SCOM","Safaricom Limited","31.25","03/11/2020"
"SGL","Standard Group Limited","25.3","03/11/2020"
"TCL","Trans Century Limited","1.6","03/11/2020"
"TOTL","Total Kenya Limited","26","03/11/2020"
"TPSE","TPS Eastern Africa (Serena) Limited","14.45","03/11/2020"
"UCHM","Uchumi Supermarket Limited","0.3","03/11/2020"
"UMME","Umeme Limited","7.2","03/11/2020"
"UNGA","Unga Group Limited","30","03/11/2020"
"WTK","Williamson Tea Kenya Limited","133.75","03/11/2020"
"XPRS","Express Kenya Limited","3.91","03/11/2020"
"ABSA","Absa Bank Kenya Plc","9.24","04/11/2020"
"ARM","ARM Cement Limited","5.55","04/11/2020"
"BAMB","Bamburi Cement Limited","24.35","04/11/2020"
"BAT","British American Tobacco (Kenya) Ltd.","345","04/11/2020"
"BERG","Crown Paints Kenya Limited","41.5","04/11/2020"
"BKG","Bank of Kigali Group Limited","12.55","04/11/2020"
"BOC","BOC Kenya Limited","56.5","04/11/2020"
"BRIT","Britam Holdings Limited","7.32","04/11/2020"
"C&G","Car and General (Kenya) Limited","22.5","04/11/2020"
"CABL","East African Cables Limited","1.54","04/11/2020"
"CARB","Carbacid Investments Limited","8.2","04/11/2020"
"CFC","Stanbic Holdings Limited","81","04/11/2020"
"CFCI","Liberty Kenya Holdings Limited","7.5","04/11/2020"
"CIC","CIC Insurance Group Limited","2.19","04/11/2020"
"COOP","Co-operative Bank of Kenya Limited","11.7","04/11/2020"
"DCON","Deacons (East Africa) Plc","0.45","04/11/2020"
"DTK","Diamond Trust Bank Kenya Limited","59.5","04/11/2020"
"EABL","East African Breweries Limited","150.5","04/11/2020"
"EGAD","Eaagads Limited","13.25","04/11/2020"
"EQTY","Equity Group Holdings Limited","32.8","04/11/2020"
"EVRD","Eveready East Africa Limited","1.05","04/11/2020"
"FAHR","STANLIB Fahari Income REIT","5.36","04/11/2020"
"FIRE","Sameer Africa Limited","3","04/11/2020"
"FTGH","Flame Tree Group Holdings Limited","1.4","04/11/2020"
"GLD","NewGold Exchange Traded Fund","1,970.00","04/11/2020"
"HAFR","Home Afrika Limited","0.41","04/11/2020"
"HFCK","Housing Finance Company Limited","3.65","04/11/2020"
"I&M","I&M Holdings Plc","44","04/11/2020"
"ICDC","Centum Investment Company Limited","17.9","04/11/2020"
"JUB","Jubilee Holdings Limited","269","04/11/2020"
"KAPC","Kapchorua Tea Company Limited","80","04/11/2020"
"KCB","KCB Bank Kenya Limited","35.4","04/11/2020"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.81","04/11/2020"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.2","04/11/2020"
"KPLC","Kenya Power & Lighting Co. Limited","1.7","04/11/2020"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5","04/11/2020"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6","04/11/2020"
"KQ","Kenya Airways Limited","3.83","04/11/2020"
"KUKZ","Kakuzi Limited","370","04/11/2020"
"KURV","Kurwitu Ventures Limited","1,500.00","04/11/2020"
"LIMT","Limuru Tea Company Limited","360","04/11/2020"
"LKL","Longhorn Publishers Limited","4.6","04/11/2020"
"MSC","Mumias Sugar Company Limited","0.28","04/11/2020"
"NBK","National Bank of Kenya Limited","4.12","04/11/2020"
"NBV","Nairobi Business Ventures Ltd","0.71","04/11/2020"
"NIC","NIC Bank Limited","21.75","04/11/2020"
"NMG","Nation Media Group","15.8","04/11/2020"
"NSE","Nairobi Securities Exchange Limited","7.4","04/11/2020"
"OCH","Olympia Capital Holdings Limited","2.14","04/11/2020"
"ORCH","Kenya Orchards Limited","11.05","04/11/2020"
"PAFR","Sanlam Kenya Plc","12.5","04/11/2020"
"PORT","East African Portland Cement Co. Ltd","16","04/11/2020"
"SASN","Sasini Tea and Coffee Limited","18","04/11/2020"
"SCAN","ScanGroup Limited","6.5","04/11/2020"
"SCBK","Standard Chartered Bank Limited","154.75","04/11/2020"
"SCOM","Safaricom Limited","31.15","04/11/2020"
"SGL","Standard Group Limited","25.3","04/11/2020"
"TCL","Trans Century Limited","1.5","04/11/2020"
"TOTL","Total Kenya Limited","24.8","04/11/2020"
"TPSE","TPS Eastern Africa (Serena) Limited","14.45","04/11/2020"
"UCHM","Uchumi Supermarket Limited","0.28","04/11/2020"
"UMME","Umeme Limited","7.2","04/11/2020"
"UNGA","Unga Group Limited","30.05","04/11/2020"
"WTK","Williamson Tea Kenya Limited","133","04/11/2020"
"XPRS","Express Kenya Limited","3.91","04/11/2020"
"ABSA","Absa Bank Kenya Plc","9.38","05/11/2020"
"ARM","ARM Cement Limited","5.55","05/11/2020"
"BAMB","Bamburi Cement Limited","24.95","05/11/2020"
"BAT","British American Tobacco (Kenya) Ltd.","350","05/11/2020"
"BERG","Crown Paints Kenya Limited","38","05/11/2020"
"BKG","Bank of Kigali Group Limited","12.55","05/11/2020"
"BOC","BOC Kenya Limited","56.5","05/11/2020"
"BRIT","Britam Holdings Limited","7.48","05/11/2020"
"C&G","Car and General (Kenya) Limited","22.5","05/11/2020"
"CABL","East African Cables Limited","1.39","05/11/2020"
"CARB","Carbacid Investments Limited","8.7","05/11/2020"
"CFC","Stanbic Holdings Limited","75.5","05/11/2020"
"CFCI","Liberty Kenya Holdings Limited","7.82","05/11/2020"
"CIC","CIC Insurance Group Limited","2.15","05/11/2020"
"COOP","Co-operative Bank of Kenya Limited","11.5","05/11/2020"
"DCON","Deacons (East Africa) Plc","0.45","05/11/2020"
"DTK","Diamond Trust Bank Kenya Limited","61","05/11/2020"
"EABL","East African Breweries Limited","150.25","05/11/2020"
"EGAD","Eaagads Limited","13.25","05/11/2020"
"EQTY","Equity Group Holdings Limited","34.65","05/11/2020"
"EVRD","Eveready East Africa Limited","0.99","05/11/2020"
"FAHR","STANLIB Fahari Income REIT","5.34","05/11/2020"
"FIRE","Sameer Africa Limited","3.09","05/11/2020"
"FTGH","Flame Tree Group Holdings Limited","1.44","05/11/2020"
"GLD","NewGold Exchange Traded Fund","1,970.00","05/11/2020"
"HAFR","Home Afrika Limited","0.42","05/11/2020"
"HFCK","Housing Finance Company Limited","3.69","05/11/2020"
"I&M","I&M Holdings Plc","43.2","05/11/2020"
"ICDC","Centum Investment Company Limited","17.95","05/11/2020"
"JUB","Jubilee Holdings Limited","268.5","05/11/2020"
"KAPC","Kapchorua Tea Company Limited","80","05/11/2020"
"KCB","KCB Bank Kenya Limited","35.4","05/11/2020"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.82","05/11/2020"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.18","05/11/2020"
"KPLC","Kenya Power & Lighting Co. Limited","1.74","05/11/2020"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5","05/11/2020"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6","05/11/2020"
"KQ","Kenya Airways Limited","3.83","05/11/2020"
"KUKZ","Kakuzi Limited","370.75","05/11/2020"
"KURV","Kurwitu Ventures Limited","1,500.00","05/11/2020"
"LIMT","Limuru Tea Company Limited","360","05/11/2020"
"LKL","Longhorn Publishers Limited","4.53","05/11/2020"
"MSC","Mumias Sugar Company Limited","0.28","05/11/2020"
"NBK","National Bank of Kenya Limited","4.12","05/11/2020"
"NBV","Nairobi Business Ventures Ltd","0.71","05/11/2020"
"NIC","NIC Bank Limited","22","05/11/2020"
"NMG","Nation Media Group","15.45","05/11/2020"
"NSE","Nairobi Securities Exchange Limited","8","05/11/2020"
"OCH","Olympia Capital Holdings Limited","2.14","05/11/2020"
"ORCH","Kenya Orchards Limited","11.05","05/11/2020"
"PAFR","Sanlam Kenya Plc","12.75","05/11/2020"
"PORT","East African Portland Cement Co. Ltd","16","05/11/2020"
"SASN","Sasini Tea and Coffee Limited","18","05/11/2020"
"SCAN","ScanGroup Limited","6.34","05/11/2020"
"SCBK","Standard Chartered Bank Limited","158","05/11/2020"
"SCOM","Safaricom Limited","31.25","05/11/2020"
"SGL","Standard Group Limited","25.3","05/11/2020"
"TCL","Trans Century Limited","1.6","05/11/2020"
"TOTL","Total Kenya Limited","24.8","05/11/2020"
"TPSE","TPS Eastern Africa (Serena) Limited","14.95","05/11/2020"
"UCHM","Uchumi Supermarket Limited","0.28","05/11/2020"
"UMME","Umeme Limited","7.2","05/11/2020"
"UNGA","Unga Group Limited","30.05","05/11/2020"
"WTK","Williamson Tea Kenya Limited","130","05/11/2020"
"XPRS","Express Kenya Limited","3.6","05/11/2020"
"ABSA","Absa Bank Kenya Plc","9.5","06/11/2020"
"ARM","ARM Cement Limited","5.55","06/11/2020"
"BAMB","Bamburi Cement Limited","24.7","06/11/2020"
"BAT","British American Tobacco (Kenya) Ltd.","350","06/11/2020"
"BERG","Crown Paints Kenya Limited","38","06/11/2020"
"BKG","Bank of Kigali Group Limited","12.55","06/11/2020"
"BOC","BOC Kenya Limited","56.5","06/11/2020"
"BRIT","Britam Holdings Limited","7.5","06/11/2020"
"C&G","Car and General (Kenya) Limited","22.5","06/11/2020"
"CABL","East African Cables Limited","1.4","06/11/2020"
"CARB","Carbacid Investments Limited","8.96","06/11/2020"
"CFC","Stanbic Holdings Limited","80","06/11/2020"
"CFCI","Liberty Kenya Holdings Limited","7.5","06/11/2020"
"CIC","CIC Insurance Group Limited","2.18","06/11/2020"
"COOP","Co-operative Bank of Kenya Limited","11.6","06/11/2020"
"DCON","Deacons (East Africa) Plc","0.45","06/11/2020"
"DTK","Diamond Trust Bank Kenya Limited","61","06/11/2020"
"EABL","East African Breweries Limited","150.75","06/11/2020"
"EGAD","Eaagads Limited","13.25","06/11/2020"
"EQTY","Equity Group Holdings Limited","35","06/11/2020"
"EVRD","Eveready East Africa Limited","0.9","06/11/2020"
"FAHR","STANLIB Fahari Income REIT","5.5","06/11/2020"
"FIRE","Sameer Africa Limited","3.09","06/11/2020"
"FTGH","Flame Tree Group Holdings Limited","1.39","06/11/2020"
"GLD","NewGold Exchange Traded Fund","1,970.00","06/11/2020"
"HAFR","Home Afrika Limited","0.41","06/11/2020"
"HFCK","Housing Finance Company Limited","3.69","06/11/2020"
"I&M","I&M Holdings Plc","43.2","06/11/2020"
"ICDC","Centum Investment Company Limited","18","06/11/2020"
"JUB","Jubilee Holdings Limited","269","06/11/2020"
"KAPC","Kapchorua Tea Company Limited","80","06/11/2020"
"KCB","KCB Bank Kenya Limited","35.6","06/11/2020"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.82","06/11/2020"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.02","06/11/2020"
"KPLC","Kenya Power & Lighting Co. Limited","1.78","06/11/2020"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5","06/11/2020"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6","06/11/2020"
"KQ","Kenya Airways Limited","3.83","06/11/2020"
"KUKZ","Kakuzi Limited","372.5","06/11/2020"
"KURV","Kurwitu Ventures Limited","1,500.00","06/11/2020"
"LIMT","Limuru Tea Company Limited","360","06/11/2020"
"LKL","Longhorn Publishers Limited","4.5","06/11/2020"
"MSC","Mumias Sugar Company Limited","0.28","06/11/2020"
"NBK","National Bank of Kenya Limited","4.12","06/11/2020"
"NBV","Nairobi Business Ventures Ltd","0.71","06/11/2020"
"NIC","NIC Bank Limited","21.95","06/11/2020"
"NMG","Nation Media Group","15.15","06/11/2020"
"NSE","Nairobi Securities Exchange Limited","7.76","06/11/2020"
"OCH","Olympia Capital Holdings Limited","2.2","06/11/2020"
"ORCH","Kenya Orchards Limited","11.05","06/11/2020"
"PAFR","Sanlam Kenya Plc","12.75","06/11/2020"
"PORT","East African Portland Cement Co. Ltd","16","06/11/2020"
"SASN","Sasini Tea and Coffee Limited","18.2","06/11/2020"
"SCAN","ScanGroup Limited","6.4","06/11/2020"
"SCBK","Standard Chartered Bank Limited","157","06/11/2020"
"SCOM","Safaricom Limited","31.3","06/11/2020"
"SGL","Standard Group Limited","25.3","06/11/2020"
"TCL","Trans Century Limited","1.6","06/11/2020"
"TOTL","Total Kenya Limited","24.7","06/11/2020"
"TPSE","TPS Eastern Africa (Serena) Limited","14.95","06/11/2020"
"UCHM","Uchumi Supermarket Limited","0.3","06/11/2020"
"UMME","Umeme Limited","7.18","06/11/2020"
"UNGA","Unga Group Limited","30.05","06/11/2020"
"WTK","Williamson Tea Kenya Limited","132.5","06/11/2020"
"XPRS","Express Kenya Limited","3.91","06/11/2020"
"ABSA","Absa Bank Kenya Plc","9.56","09/11/2020"
"ARM","ARM Cement Limited","5.55","09/11/2020"
"BAMB","Bamburi Cement Limited","24.65","09/11/2020"
"BAT","British American Tobacco (Kenya) Ltd.","336","09/11/2020"
"BERG","Crown Paints Kenya Limited","38","09/11/2020"
"BKG","Bank of Kigali Group Limited","12.55","09/11/2020"
"BOC","BOC Kenya Limited","56.5","09/11/2020"
"BRIT","Britam Holdings Limited","7.3","09/11/2020"
"C&G","Car and General (Kenya) Limited","22.5","09/11/2020"
"CABL","East African Cables Limited","1.53","09/11/2020"
"CARB","Carbacid Investments Limited","9.18","09/11/2020"
"CFC","Stanbic Holdings Limited","81","09/11/2020"
"CFCI","Liberty Kenya Holdings Limited","7.5","09/11/2020"
"CIC","CIC Insurance Group Limited","2.17","09/11/2020"
"COOP","Co-operative Bank of Kenya Limited","11.4","09/11/2020"
"DCON","Deacons (East Africa) Plc","0.45","09/11/2020"
"DTK","Diamond Trust Bank Kenya Limited","61.5","09/11/2020"
"EABL","East African Breweries Limited","151.5","09/11/2020"
"EGAD","Eaagads Limited","14","09/11/2020"
"EQTY","Equity Group Holdings Limited","34.4","09/11/2020"
"EVRD","Eveready East Africa Limited","0.95","09/11/2020"
"FAHR","STANLIB Fahari Income REIT","5.36","09/11/2020"
"FIRE","Sameer Africa Limited","3.39","09/11/2020"
"FTGH","Flame Tree Group Holdings Limited","1.35","09/11/2020"
"GLD","NewGold Exchange Traded Fund","1,970.00","09/11/2020"
"HAFR","Home Afrika Limited","0.41","09/11/2020"
"HFCK","Housing Finance Company Limited","3.71","09/11/2020"
"I&M","I&M Holdings Plc","43.2","09/11/2020"
"ICDC","Centum Investment Company Limited","17.95","09/11/2020"
"JUB","Jubilee Holdings Limited","269","09/11/2020"
"KAPC","Kapchorua Tea Company Limited","80","09/11/2020"
"KCB","KCB Bank Kenya Limited","36.4","09/11/2020"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.72","09/11/2020"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.02","09/11/2020"
"KPLC","Kenya Power & Lighting Co. Limited","1.71","09/11/2020"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5","09/11/2020"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6","09/11/2020"
"KQ","Kenya Airways Limited","3.83","09/11/2020"
"KUKZ","Kakuzi Limited","365","09/11/2020"
"KURV","Kurwitu Ventures Limited","1,500.00","09/11/2020"
"LIMT","Limuru Tea Company Limited","360","09/11/2020"
"LKL","Longhorn Publishers Limited","4.52","09/11/2020"
"MSC","Mumias Sugar Company Limited","0.28","09/11/2020"
"NBK","National Bank of Kenya Limited","4.12","09/11/2020"
"NBV","Nairobi Business Ventures Ltd","0.71","09/11/2020"
"NIC","NIC Bank Limited","22.1","09/11/2020"
"NMG","Nation Media Group","15.35","09/11/2020"
"NSE","Nairobi Securities Exchange Limited","8.18","09/11/2020"
"OCH","Olympia Capital Holdings Limited","2.2","09/11/2020"
"ORCH","Kenya Orchards Limited","11.05","09/11/2020"
"PAFR","Sanlam Kenya Plc","13.65","09/11/2020"
"PORT","East African Portland Cement Co. Ltd","16","09/11/2020"
"SASN","Sasini Tea and Coffee Limited","18.2","09/11/2020"
"SCAN","ScanGroup Limited","6.4","09/11/2020"
"SCBK","Standard Chartered Bank Limited","156.25","09/11/2020"
"SCOM","Safaricom Limited","30.75","09/11/2020"
"SGL","Standard Group Limited","25.3","09/11/2020"
"TCL","Trans Century Limited","1.58","09/11/2020"
"TOTL","Total Kenya Limited","24.7","09/11/2020"
"TPSE","TPS Eastern Africa (Serena) Limited","14.95","09/11/2020"
"UCHM","Uchumi Supermarket Limited","0.29","09/11/2020"
"UMME","Umeme Limited","7","09/11/2020"
"UNGA","Unga Group Limited","30.05","09/11/2020"
"WTK","Williamson Tea Kenya Limited","130","09/11/2020"
"XPRS","Express Kenya Limited","3.91","09/11/2020"
"ABSA","Absa Bank Kenya Plc","9.6","10/11/2020"
"ARM","ARM Cement Limited","5.55","10/11/2020"
"BAMB","Bamburi Cement Limited","24","10/11/2020"
"BAT","British American Tobacco (Kenya) Ltd.","350","10/11/2020"
"BERG","Crown Paints Kenya Limited","38","10/11/2020"
"BKG","Bank of Kigali Group Limited","12.55","10/11/2020"
"BOC","BOC Kenya Limited","56.5","10/11/2020"
"BRIT","Britam Holdings Limited","7.5","10/11/2020"
"C&G","Car and General (Kenya) Limited","23","10/11/2020"
"CABL","East African Cables Limited","1.39","10/11/2020"
"CARB","Carbacid Investments Limited","9.18","10/11/2020"
"CFC","Stanbic Holdings Limited","80","10/11/2020"
"CFCI","Liberty Kenya Holdings Limited","7.5","10/11/2020"
"CIC","CIC Insurance Group Limited","2.17","10/11/2020"
"COOP","Co-operative Bank of Kenya Limited","11.35","10/11/2020"
"DCON","Deacons (East Africa) Plc","0.45","10/11/2020"
"DTK","Diamond Trust Bank Kenya Limited","61.5","10/11/2020"
"EABL","East African Breweries Limited","155.75","10/11/2020"
"EGAD","Eaagads Limited","13.25","10/11/2020"
"EQTY","Equity Group Holdings Limited","35","10/11/2020"
"EVRD","Eveready East Africa Limited","0.91","10/11/2020"
"FAHR","STANLIB Fahari Income REIT","5.34","10/11/2020"
"FIRE","Sameer Africa Limited","3.4","10/11/2020"
"FTGH","Flame Tree Group Holdings Limited","1.38","10/11/2020"
"GLD","NewGold Exchange Traded Fund","1,970.00","10/11/2020"
"HAFR","Home Afrika Limited","0.43","10/11/2020"
"HFCK","Housing Finance Company Limited","3.65","10/11/2020"
"I&M","I&M Holdings Plc","43.2","10/11/2020"
"ICDC","Centum Investment Company Limited","17.65","10/11/2020"
"JUB","Jubilee Holdings Limited","269.5","10/11/2020"
"KAPC","Kapchorua Tea Company Limited","80","10/11/2020"
"KCB","KCB Bank Kenya Limited","37","10/11/2020"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.72","10/11/2020"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.18","10/11/2020"
"KPLC","Kenya Power & Lighting Co. Limited","1.69","10/11/2020"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5","10/11/2020"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6","10/11/2020"
"KQ","Kenya Airways Limited","3.83","10/11/2020"
"KUKZ","Kakuzi Limited","365","10/11/2020"
"KURV","Kurwitu Ventures Limited","1,500.00","10/11/2020"
"LIMT","Limuru Tea Company Limited","360","10/11/2020"
"LKL","Longhorn Publishers Limited","4.51","10/11/2020"
"MSC","Mumias Sugar Company Limited","0.28","10/11/2020"
"NBK","National Bank of Kenya Limited","4.12","10/11/2020"
"NBV","Nairobi Business Ventures Ltd","0.71","10/11/2020"
"NIC","NIC Bank Limited","22.5","10/11/2020"
"NMG","Nation Media Group","14.5","10/11/2020"
"NSE","Nairobi Securities Exchange Limited","7.82","10/11/2020"
"OCH","Olympia Capital Holdings Limited","2.2","10/11/2020"
"ORCH","Kenya Orchards Limited","11.05","10/11/2020"
"PAFR","Sanlam Kenya Plc","13.65","10/11/2020"
"PORT","East African Portland Cement Co. Ltd","16","10/11/2020"
"SASN","Sasini Tea and Coffee Limited","18.2","10/11/2020"
"SCAN","ScanGroup Limited","6.36","10/11/2020"
"SCBK","Standard Chartered Bank Limited","157","10/11/2020"
"SCOM","Safaricom Limited","30.95","10/11/2020"
"SGL","Standard Group Limited","25.3","10/11/2020"
"TCL","Trans Century Limited","1.56","10/11/2020"
"TOTL","Total Kenya Limited","24.7","10/11/2020"
"TPSE","TPS Eastern Africa (Serena) Limited","14.95","10/11/2020"
"UCHM","Uchumi Supermarket Limited","0.3","10/11/2020"
"UMME","Umeme Limited","7.18","10/11/2020"
"UNGA","Unga Group Limited","30.05","10/11/2020"
"WTK","Williamson Tea Kenya Limited","130","10/11/2020"
"XPRS","Express Kenya Limited","3.91","10/11/2020"
"ABSA","Absa Bank Kenya Plc","9.76","11/11/2020"
"ARM","ARM Cement Limited","5.55","11/11/2020"
"BAMB","Bamburi Cement Limited","24.05","11/11/2020"
"BAT","British American Tobacco (Kenya) Ltd.","364","11/11/2020"
"BERG","Crown Paints Kenya Limited","38","11/11/2020"
"BKG","Bank of Kigali Group Limited","12.6","11/11/2020"
"BOC","BOC Kenya Limited","60","11/11/2020"
"BRIT","Britam Holdings Limited","7.9","11/11/2020"
"C&G","Car and General (Kenya) Limited","22","11/11/2020"
"CABL","East African Cables Limited","1.38","11/11/2020"
"CARB","Carbacid Investments Limited","8.86","11/11/2020"
"CFC","Stanbic Holdings Limited","80","11/11/2020"
"CFCI","Liberty Kenya Holdings Limited","7.2","11/11/2020"
"CIC","CIC Insurance Group Limited","2.15","11/11/2020"
